name,kind,base_types,file,scope,loc,lifecycle,public_methods,FindObject,ResourcesLoad,NewGameObject,AddComponent,RuntimeInitialize,PlayerPrefs,ExecuteAlways,StopAllCoroutines,code_ref_count,code_ref_files,script_guid,serialized_ref_count,serialized_ref_files
RoomContentGroup,class,MonoBehaviour,Assets/Scripts/Navigation/RoomContentGroup.cs,Runtime,256,OnEnable | OnValidate | Reset,RefreshInferredRoomName | SetRoomName | SetRoomBackgroundTexture | TryGetRoomBackgroundTexture | SetPerspectiveProfile | TryGetPerspectiveProfile | ApplyChildRendererVisibilityDefaults,0,0,0,0,0,0,0,0,223,Assets/Editor/NavigationEditorTools.cs:31 | Assets/Scripts/PointClickPlayerMovement.cs:22 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:14 | Assets/Scripts/Characters/RoomProjectedEntity.cs:13 | Assets/Scripts/Lighting/RoomLightingController.cs:13 | Assets/Scripts/Navigation/RoomNavigationManager.cs:12 | Assets/Editor/RoomEnvironmentAuthoringWindow.cs:10 | Assets/Scripts/Characters/GuestScaleParticipant.cs:9 | Assets/Editor/ButlerRoomScaleCalibrationWindow.cs:8 | Assets/Editor/GuestRoomScaleMasterWindow.cs:8 | Assets/Editor/NavigationRegressionTests.cs:8 | Assets/Scripts/Story/ActorRoomState.cs:8 | Assets/Editor/ObjectCollisionBoxAuthoringWindow.cs:7 | Assets/Scripts/Characters/GuestRoomStageScaleUtility.cs:7 | Assets/Scripts/Characters/RoomPersonWalker2D.cs:6 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:6 | Assets/Editor/FlameBloomSeparationTools.cs:5 | Assets/Editor/NavigationRoomImageShaderControlsWindow.cs:5 | Assets/Editor/RoomProjectedEntityEditor.cs:4 | Assets/Editor/RoomProjectionCalibrationWindow.cs:4 | Assets/Editor/StoryActorRoomStageLockingTests.cs:4 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestSearchController.cs:3 | Assets/Editor/GuestButlerScaleRegressionTests.cs:2 | Assets/Editor/GuestScaleAudit.cs:2 | Assets/Editor/ObjectCollisionBoxRegressionTests.cs:2 | Assets/Map/CameraManager.cs:2 | Assets/Scripts/Characters/GuestRoomScaleApplier.cs:2 | Assets/Scripts/Story/RoomAnchor.cs:2 | Assets/Editor/RoomLightingRegressionTests.cs:1 | Assets/Editor/RoomProjectionRegressionTests.cs:1,d0ea47fd950844bcacb0fd5556a9d880,22,Assets/Scenes/Gameplay.unity:19 | Assets/Prefabs/Room.prefab:1 | Assets/Prefabs/Room_Drawing_Room.prefab:1 | Assets/Prefabs/Room_Drawing_Room_Perspective.prefab:1
RoomNavigationBootstrap,class,,Assets/Scripts/Navigation/RoomNavigationBootstrap.cs,Runtime,69,,,5,0,1,2,3,0,0,0,1,Assets/Editor/NavigationRegressionTests.cs:1,ee39d7886e1b437f59e4e82b50f560c8,0,
RoomNavigationManager,class,MonoBehaviour,Assets/Scripts/Navigation/RoomNavigationManager.cs,Runtime,1268,Awake | Start | OnDestroy,ReloadDoorData | TryMoveThroughDoor | MoveToRoom | GetKnownRoomNames | DebugTeleportToRoom | OpenDoorFromCurrentRoom | MoveThroughInspectorDoor | HasDoor | HasRoom | FindRoomTexture | RefreshDoorButtonCache | RefreshRoomContentCache,16,3,1,0,0,0,0,0,70,Assets/Editor/GuestRoomScaleMasterWindow.cs:7 | Assets/Editor/ButlerRoomScaleCalibrationWindow.cs:5 | Assets/Scripts/Audio/ClockTickingAmbienceController.cs:5 | Assets/Scripts/Audio/FireplaceAmbienceController.cs:5 | Assets/Scripts/PointClickPlayerMovement.cs:5 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:5 | Assets/Scripts/Navigation/RoomNavigationBootstrap.cs:4 | Assets/Scripts/UI/RuntimeSettingsMenu.cs:4 | Assets/Scripts/Navigation/DoorButton.cs:3 | Assets/Scripts/Navigation/DoorTriggerNavigation.cs:3 | Assets/Map/CameraManager.cs:2 | Assets/Scripts/Audio/GuestVoiceLinePlayback.cs:2 | Assets/Scripts/Characters/GuestRoomScaleApplier.cs:2 | Assets/Scripts/Characters/GuestScaleParticipant.cs:2 | Assets/Scripts/Navigation/DoorPromptSequenceController.cs:2 | Assets/Scripts/Story/ActorRoomState.cs:2 | Assets/Scripts/UI/SubtitleService.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2Controller.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestFindAction.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestSearchController.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2MonsterStingerController.cs:2 | Assets/Editor/NavigationRegressionTests.cs:1 | Assets/Scripts/Navigation/RoomContentGroup.cs:1,88f4088eff8696ab181615a79b7e114c,0,
RoomChangedEvent,class,UnityEvent<string>,Assets/Scripts/Navigation/RoomNavigationManager.cs,Runtime,1268,Awake | Start | OnDestroy,ReloadDoorData | TryMoveThroughDoor | MoveToRoom | GetKnownRoomNames | DebugTeleportToRoom | OpenDoorFromCurrentRoom | MoveThroughInspectorDoor | HasDoor | HasRoom | FindRoomTexture | RefreshDoorButtonCache | RefreshRoomContentCache,16,3,1,0,0,0,0,0,3,Assets/Scripts/Navigation/RoomNavigationManager.cs:3,88f4088eff8696ab181615a79b7e114c,0,
RoomVisualCatalog,class,ScriptableObject,Assets/Scripts/Navigation/RoomVisualCatalog.cs,Runtime,45,,TryGetRoomTexture,0,0,0,0,0,0,0,0,16,Assets/Editor/NavigationEditorTools.cs:10 | Assets/Scripts/Navigation/RoomNavigationManager.cs:5 | Assets/Scripts/Navigation/RoomVisualCatalog.cs:1,cbc070e2317b8dfd088947e285e93156,1,Assets/Resources/Navigation/RoomVisualCatalog.asset:1
RoomVisualEntry,class,,Assets/Scripts/Navigation/RoomVisualCatalog.cs,Runtime,45,,TryGetRoomTexture,0,0,0,0,0,0,0,0,6,Assets/Editor/NavigationEditorTools.cs:3 | Assets/Scripts/Navigation/RoomVisualCatalog.cs:2 | Assets/Scripts/Navigation/RoomNavigationManager.cs:1,cbc070e2317b8dfd088947e285e93156,1,Assets/Resources/Navigation/RoomVisualCatalog.asset:1
NewBehaviourScript,class,MonoBehaviour,Assets/Scripts/NewBehaviourScript.cs,Runtime,18,Start | Update,,0,0,0,0,0,0,0,0,0,,20c0d08079d9ec0a69a50782a01b8546,0,
OdditySpriteAnimator,class,MonoBehaviour,Assets/Scripts/Oddities/OdditySpriteAnimator.cs,Runtime,246,Awake | OnEnable | Update | OnDisable | OnValidate | Reset,,0,0,0,0,0,0,1,0,1,Assets/Editor/OddityRegressionTests.cs:1,4c95f89f0ed64c71a67dc361f0eaa7ad,0,
PickupObject,class,MonoBehaviour | IPointerEnterHandler | IPointerExitHandler,Assets/Scripts/PickupObject.cs,Runtime,43,OnDisable,OnPointerEnter | OnPointerExit,0,0,0,0,0,0,0,0,1,Assets/Editor/NavigationRegressionTests.cs:1,985df4bddd82788d9bfa7e3ec1944f3a,0,
PlayerMovement,class,MonoBehaviour,Assets/Scripts/PlayerMovement.cs,Runtime,300,Awake | OnEnable | Update | FixedUpdate | OnDisable | OnValidate | Reset,OnMove | OnJump | OnCrouch | OnLanding | OnCrouching,0,0,0,0,0,0,0,0,7,Assets/Scripts/PointClickPlayerMovement.cs:2 | Assets/Scripts/Story/ChapterManager.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:1,0a3a55dd8487815229cb003de0eeaf13,1,Assets/Prefabs/Player.prefab:1
PointClickPlayerMovement,class,MonoBehaviour,Assets/Scripts/PointClickPlayerMovement.cs,Runtime,4348,Awake | Start | Update | FixedUpdate | LateUpdate | OnDisable,SetInputEnabled | RefreshAnimatorParameters | RefreshPerspectiveScaleNow | UsesPerspectiveProfile | EnsureButlerCalibrationBaseScale | CaptureCurrentTransformAsButlerCalibrationBaseScale | RestoreButlerCalibrationBaseScalePreview | ApplyButlerScalePreview | ApplyButlerFinalLocalScalePreview | CaptureCurrentButlerPreviewScale | CaptureCurrentButlerFinalLocalScaleY | BuildButlerFinalLocalScaleForPreview | SetEditorSelectedButlerScaleRoomId | TryGetButlerRoomScaleOverride | HasCompleteButlerRoomScaleOverride | GetButlerScaleForRoomAtY | TryEvaluateButlerRoomScale | TryEvaluateButlerFinalLocalScaleForRoomAtY | TryEvaluateButlerCharacterScale | TryEvaluateCurrentButlerCharacterScale | SetButlerFrontScaleForRoom | SetButlerFrontFinalLocalScaleForRoom | SetButlerBackScaleForRoom | SetButlerBackFinalLocalScaleForRoom | RemoveButlerScaleOverrideForRoom | GetButlerScaleOverrideRoomIds | TryGetButlerCalibrationContext | InitializeButlerScaleOverrideForRoomFromCurrentPerspective | TryGetButlerScaleDebugSnapshot | SetPerspectiveScaleEnabled | SetPlayerSortingEnabled | RefreshWalkableFloorForCurrentRoom | TrySetDestinationFromScreenPoint | TrySetDestination | TryWarpTo | TryFindClosestReachableDestinationToWorldPoint | TryFindClosestReachableDestinationToWorldPointTowardRoomCenter | TryEvaluateMovementAtScreenPoint | TryGetScreenPointFromLogicalPosition | TryGetWorldPointFromLogicalPosition | TryGetLogicalPositionFromWorldPoint | MoveLogicalPointToward | TryBuildReachableWorldPath | SetFront | SetBack | ToData | Matches,14,0,0,1,0,0,0,0,278,Assets/Editor/ButlerRoomScaleCalibrationWindow.cs:42 | Assets/Scripts/Navigation/DoorTriggerNavigation.cs:21 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:20 | Assets/Scripts/Characters/RoomPersonWalker2D.cs:19 | Assets/Scripts/Characters/RoomProjectedEntity.cs:19 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:19 | Assets/Editor/GuestRoomScaleMasterWindow.cs:18 | Assets/Editor/GuestButlerScaleRegressionTests.cs:15 | Assets/Editor/NavigationRegressionTests.cs:14 | Assets/Scripts/Characters/GuestRoomScaleCalibration.cs:12 | Assets/Editor/RoomProjectionRegressionTests.cs:11 | Assets/Scripts/Navigation/RoomNavigationManager.cs:11 | Assets/Editor/GuestScaleAudit.cs:10 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1SceneAction.cs:10 | Assets/Scripts/Story/ChapterManager.cs:8 | Assets/Scripts/Story/ActorRoomState.cs:5 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2Controller.cs:4 | Assets/Editor/Chapter1GuestRoomVisibilityRegressionTests.cs:3 | Assets/Editor/RoomPerspectiveProfileEditor.cs:3 | Assets/Editor/Chapter2RegressionTests.cs:2 | Assets/Editor/CharacterRegressionTests.cs:2 | Assets/Scripts/Audio/DialogueSpeechService.cs:2 | Assets/Scripts/Characters/WorldYSortSpriteRenderer.cs:2 | Assets/Scripts/UI/SpeakingCharacterIndicator.cs:2 | Assets/Editor/ObjectCollisionBoxRegressionTests.cs:1 | Assets/Editor/PointClickPlayerMovementEditor.cs:1 | Assets/Editor/RoomProjectedEntityEditor.cs:1 | Assets/Scripts/Characters/GuestScaleParticipant.cs:1,2d0c4cb59e8b4a76a27c91989d2b3f70,2,Assets/Prefabs/Player.prefab:1 | Assets/Scenes/Gameplay.unity:1
StaticFrameGroup,class,ScriptableObject,Assets/Scripts/StaticFrameGroup.cs,Runtime,68,OnValidate,IsValid | isValid | GetFrame | GetIntensity,0,0,0,0,0,0,0,0,5,Assets/Scripts/StaticSet.cs:2 | Assets/Map/CameraManager.cs:1 | Assets/Scripts/StaticNoisePlayer.cs:1 | Assets/Scripts/StaticSetImagePlayer.cs:1,f954595883d2d986bb8e306016525218,0,
StaticNoisePlayer,class,MonoBehaviour,Assets/Scripts/StaticNoisePlayer.cs,Runtime,305,Awake | OnEnable | OnDisable | Reset,Play | PlaySet | Stop,0,0,0,0,0,0,0,0,2,Assets/Editor/NavigationRegressionTests.cs:1 | Assets/Scripts/StaticNoisePlayer.cs:1,9ec3b89548306a40294ac738ad5bb2d5,1,Assets/Scenes/Panel_Static.prefab:1
StaticSet,class,ScriptableObject,Assets/Scripts/StaticSet.cs,Runtime,35,,IsValid | isValid,0,0,0,0,0,0,0,0,3,Assets/Scripts/StaticNoisePlayer.cs:2 | Assets/Scripts/StaticSetImagePlayer.cs:1,8ee0b76aa7b0ee882ad0323c147c3bfd,0,
StaticSetImagePlayer,class,MonoBehaviour,Assets/Scripts/StaticSetImagePlayer.cs,Runtime,288,Awake | OnEnable | LateUpdate | OnDisable | OnDestroy | OnValidate | Reset,Play | Stop,0,0,0,0,0,0,0,0,8,Assets/Editor/RoomEnvironmentAuthoringWindow.cs:3 | Assets/Scripts/Navigation/RoomContentGroup.cs:3 | Assets/Map/CameraManager.cs:2,6c514a4b9f2a4fb1b291fe23fde4e9ad,24,Assets/Scenes/Gameplay.unity:20 | Assets/Prefabs/Room_Drawing_Room.prefab:2 | Assets/Prefabs/Room_Drawing_Room_Perspective.prefab:2
ActorRoomState,class,MonoBehaviour,Assets/Scripts/Story/ActorRoomState.cs,Runtime,1012,Awake | OnEnable | Update | LateUpdate | OnDisable | OnValidate | Reset,SetActorId | SetCurrentRoom | SetAvailableInCurrentChapter | SetVisibleByChapterState | SetInteractable | SetSeated | ResetAnimatorToAuthoredState | SetScaleWithRoomStageMotion | ResetAuthoredActorScaleForEditor | TryGetButlerCharacterScaleSample | ApplyButlerCharacterScaleNow | PlaceAt | BindToRoomStagePoint | ClearRoomStagePointBinding | ApplyState,3,0,0,0,0,0,0,0,145,Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestSearchController.cs:24 | Assets/Scripts/UI/SpeakingCharacterIndicator.cs:15 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:12 | Assets/Editor/RoomProjectionRegressionTests.cs:11 | Assets/Editor/Chapter2RegressionTests.cs:8 | Assets/Editor/GuestButlerScaleRegressionTests.cs:8 | Assets/Editor/StoryActorRoomStageLockingTests.cs:8 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:7 | Assets/Editor/Chapter1GuestRoomVisibilityRegressionTests.cs:6 | Assets/Editor/NavigationRegressionTests.cs:6 | Assets/_Chateau/Scripts/Chapter/Chapter01/GuestArrivalConfig.cs:6 | Assets/Scripts/Characters/DiningRoomSeatedGuestOcclusionException.cs:5 | Assets/Scripts/Characters/GuestScaleParticipant.cs:5 | Assets/Editor/GuestScaleAudit.cs:4 | Assets/Scripts/Characters/GuestRoomScaleApplier.cs:4 | Assets/Editor/CharacterRegressionTests.cs:3 | Assets/Scripts/Characters/DiningRoomSeatedGuestOcclusionController.cs:3 | Assets/Scripts/Characters/RoomProjectedEntity.cs:3 | Assets/Editor/RoomProjectedEntityEditor.cs:2 | Assets/Scripts/Characters/RoomPersonWalker2D.cs:2 | Assets/Scripts/Story/ChapterManager.cs:2 | Assets/Scripts/Story/ActorRoomState.cs:1,52aa6b0f97094c5caf21419184eed4e2,0,
ChapterClock,class,MonoBehaviour,Assets/Scripts/Story/ChapterClock.cs,Runtime,110,Update | OnValidate,ResetClock | SetStartTime | SetSecondsPerGameMinute | HasReachedTime | GetGameMinutesUntil | StartClock | StopClock | ToTotalMinutes | FormatTime,0,0,0,0,0,0,0,0,39,Assets/Scripts/UI/RuntimeSettingsMenu.cs:8 | Assets/Scripts/Story/ChapterEventScheduler.cs:5 | Assets/Scripts/Story/ChapterManager.cs:5 | Assets/Scripts/Story/ChapterTimeSettingsUI.cs:3 | Assets/Scripts/Story/DoorbellSystem.cs:3 | Assets/Scripts/Story/GrandfatherClockInteraction.cs:3 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:3 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2Controller.cs:3 | Assets/Scripts/Story/GameClockHandsDisplay.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1InteractionHUD.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2InteractionHUD.cs:2,1a405cdcb44e4f15bfd177ca70cc9ca4,1,Assets/Scenes/Gameplay.unity:1
ChapterEventScheduler,class,MonoBehaviour,Assets/Scripts/Story/ChapterEventScheduler.cs,Runtime,166,Awake | Update,ScheduleOneShot | ScheduleOneShotAtClockTime | Clear,1,0,0,0,0,0,0,0,7,Assets/Scripts/Story/ChapterManager.cs:5 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:2,bbe343a17f37436d806da3e58b6472c4,1,Assets/Scenes/Gameplay.unity:1
ChapterIntroUI,class,MonoBehaviour,Assets/Scripts/Story/ChapterIntroUI.cs,Runtime,536,Awake,ShowBlack | ShowTitle | FadeFromBlack | FadeToBlack | HideOverlay | ValidateRequiredReferences,1,0,4,2,0,0,0,0,12,Assets/Scripts/Story/ChapterIntroUI.cs:4 | Assets/Scripts/Story/ChapterManager.cs:4 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2Controller.cs:3 | Assets/Editor/Chapter2RegressionTests.cs:1,97af4a761ae641b1b180d4ae9898b061,1,Assets/Scenes/Gameplay.unity:1
ChapterPhase,enum,,Assets/Scripts/Story/ChapterManager.cs,Runtime,814,Awake | Start | Update,StartChapter1 | TriggerNextGuest | PrintChapterState | SetPhase | NotifyArrivalSequenceComplete | CompleteChapter | CompleteChapterAndTriggerNextChapter | SetChapterPlayerInputEnabled | SkipToChapter2ForTesting | SkipToChapter3ForTesting | SkipToSevenPMForTesting,7,0,1,7,1,0,0,0,16,Assets/Scripts/Story/ChapterManager.cs:16,72afcfa1ce4e4ea6856af0ac40450211,1,Assets/Scenes/Gameplay.unity:1
ChapterManager,class,MonoBehaviour,Assets/Scripts/Story/ChapterManager.cs,Runtime,814,Awake | Start | Update,StartChapter1 | TriggerNextGuest | PrintChapterState | SetPhase | NotifyArrivalSequenceComplete | CompleteChapter | CompleteChapterAndTriggerNextChapter | SetChapterPlayerInputEnabled | SkipToChapter2ForTesting | SkipToChapter3ForTesting | SkipToSevenPMForTesting,7,0,1,7,1,0,0,0,32,Assets/Scripts/UI/RuntimeSettingsMenu.cs:7 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2Controller.cs:7 | Assets/Editor/Chapter2RegressionTests.cs:6 | Assets/Scripts/Story/ChapterManager.cs:5 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:4 | Assets/Scripts/UI/SpeakingCharacterIndicator.cs:2 | Assets/Editor/NavigationRegressionTests.cs:1,72afcfa1ce4e4ea6856af0ac40450211,1,Assets/Scenes/Gameplay.unity:1
ChapterTimeSettingsUI,class,MonoBehaviour,Assets/Scripts/Story/ChapterTimeSettingsUI.cs,Runtime,138,Awake | Update,Initialize,3,0,3,1,0,0,0,0,4,Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:3 | Assets/Editor/NavigationRegressionTests.cs:1,12bd9a3afa94b05b1e9ce52146c9c7f4,0,
CoatCloset,class,MonoBehaviour,Assets/Scripts/Story/CoatCloset.cs,Runtime,43,,StoreCoat | ContainsCoat | ClearStoredCoats,0,0,0,0,0,0,0,0,20,Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:13 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1SceneAction.cs:5 | Assets/Editor/Chapter1GuestRoomVisibilityRegressionTests.cs:2,f46d1a47beb04599bf3126bbde4a7f25,1,Assets/Scenes/Gameplay.unity:1
DoorbellSystem,class,MonoBehaviour,Assets/Scripts/Story/DoorbellSystem.cs,Runtime,238,Awake | Update,Initialize | StartRinging | RefreshQueueState | StopRinging,1,1,0,1,0,0,0,0,5,Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:3 | Assets/Editor/Chapter2RegressionTests.cs:1 | Assets/Editor/NavigationRegressionTests.cs:1,4b5410ab5e584743be969413e655ecb4,0,
GameClockHandsDisplay,class,MonoBehaviour,Assets/Scripts/Story/GameClockHandsDisplay.cs,Runtime,610,Awake | OnEnable | Update | OnDisable | OnValidate,Toggle | Show | Hide | TogglePrimaryClock,5,0,3,1,1,0,0,0,14,Assets/Scripts/Story/GameClockHandsDisplay.cs:14,484ce1d80a6a493782e1c3ae7c4da747,0,
GameplayRuntimeState,class,,Assets/Scripts/Story/GameplayRuntimeState.cs,Runtime,55,,ResetForNewGame | ResetForGameplayStart,0,0,0,0,1,0,0,0,5,Assets/Editor/Chapter2RegressionTests.cs:3 | Assets/Scripts/MainMenuController.cs:1 | Assets/Scripts/Story/ChapterManager.cs:1,8f114fba8070459d9e0d5f2362cf8b2c,0,
GrandfatherClockInteraction,class,MonoBehaviour,Assets/Scripts/Story/GrandfatherClockInteraction.cs,Runtime,298,Awake | OnEnable | Update,Initialize | OpenCloseUp | CloseCloseUp,4,0,6,1,0,0,0,0,10,Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:4 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1SceneAction.cs:3 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1InteractionHUD.cs:2 | Assets/Editor/NavigationRegressionTests.cs:1,c6da9f56f65d9988ff5f7da0f8e59fb0,0,
NPCWaypointMover,class,MonoBehaviour,Assets/Scripts/Story/NPCWaypointMover.cs,Runtime,245,Awake | OnValidate,MoveTo | MoveToRoutine | StopMoving | SetAmbientWalkerEnabled | CanUseProjectionAsMotionOwner,0,0,0,0,0,0,0,0,31,Assets/Editor/Chapter2RegressionTests.cs:9 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestSearchController.cs:8 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:6 | Assets/Editor/GuestScaleAudit.cs:3 | Assets/Scripts/Story/NPCWaypointMover.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:2 | Assets/Editor/RoomProjectionRegressionTests.cs:1,4f0e848d27bb4cb1881c2cdf6617f6e9,0,
RoomAnchor,class,MonoBehaviour,Assets/Scripts/Story/RoomAnchor.cs,Runtime,73,OnValidate | Reset,RefreshFromHierarchy,0,0,0,0,0,0,0,0,67,Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestSearchController.cs:24 | Assets/Editor/Chapter1GuestRoomVisibilityRegressionTests.cs:9 | Assets/Editor/PlayModeLayoutCaptureWindow.cs:8 | Assets/Editor/NavigationEditorTools.cs:6 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:6 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2MonsterStingerController.cs:5 | Assets/Scripts/Characters/DiningRoomSeatedGuestOcclusionController.cs:3 | Assets/Scripts/Characters/DiningRoomSeatedGuestOcclusionException.cs:3 | Assets/Editor/NavigationRegressionTests.cs:2 | Assets/Editor/Chapter2RegressionTests.cs:1,4a4a777a7d334c52a4bbcc158704bb97,79,Assets/Scenes/Gameplay.unity:43 | Assets/Prefabs/Room_Drawing_Room.prefab:18 | Assets/Prefabs/Room_Drawing_Room_Perspective.prefab:18
CursorStyleCatalog,class,,Assets/Scripts/UI/CursorStyleCatalog.cs,Runtime,151,,GetAvailableStyleIndices | GetSelectedStyleIndex | SetSelectedStyleIndex | SanitizeStyleIndex | LoadSelectedTexture | LoadTexture | GetCursorIconPath | GetActionFromName | GetActionResourceName,0,1,0,0,0,3,0,0,31,Assets/Map/CameraManager.cs:24 | Assets/Scripts/MainMenuController.cs:4 | Assets/Editor/NavigationRegressionTests.cs:3,2ca2170510ad7b877a91033254911f53,0,
NavigationCursorHoverTarget,class,MonoBehaviour,Assets/Scripts/UI/NavigationCursorHoverTarget.cs,Runtime,100,Update | OnDisable | OnDestroy,Configure | OnPointerEnter | OnPointerExit | OnPointerDown | OnPointerUp,0,0,0,0,0,0,0,0,7,Assets/Scripts/MainMenuController.cs:3 | Assets/Scripts/UI/RuntimeSettingsMenu.cs:3 | Assets/Editor/NavigationRegressionTests.cs:1,4d6cb092c0fc4a47bc3fb39240ef1404,0,
PostProcessSafeCanvasUtility,class,,Assets/Scripts/UI/PostProcessSafeCanvasUtility.cs,Runtime,125,,GetOrCreateCanvas | MoveToSafeCanvas,3,0,1,3,0,0,0,0,6,Assets/Scripts/Navigation/DoorPromptSequenceController.cs:2 | Assets/Scripts/Navigation/RoomNavigationManager.cs:2 | Assets/Scripts/Story/ChapterIntroUI.cs:1 | Assets/Scripts/UI/RuntimeSettingsMenu.cs:1,bd4ee862c7230194ca0977fb3807c08a,0,
RuntimeSettingsMenu,class,MonoBehaviour,Assets/Scripts/UI/RuntimeSettingsMenu.cs,Runtime,1628,Update | OnDisable | OnDestroy,ResetGlobalModalState | FindOrCreate | Initialize | OnPointerDown | OnDrag,11,0,15,12,0,0,0,0,29,Assets/Scripts/UI/RuntimeSettingsMenu.cs:11 | Assets/Scripts/Navigation/DoorTriggerNavigation.cs:4 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1SceneAction.cs:3 | Assets/Editor/Chapter1GuestRoomVisibilityRegressionTests.cs:2 | Assets/Editor/Chapter2RegressionTests.cs:2 | Assets/Scripts/Navigation/RoomNavigationManager.cs:2 | Assets/Scripts/PointClickPlayerMovement.cs:2 | Assets/Editor/NavigationRegressionTests.cs:1 | Assets/Map/CameraManager.cs:1 | Assets/Scripts/Story/GameplayRuntimeState.cs:1,06d3a7eb4f7d428f9bc3e64b6c47f0b6,0,
SpeakingCharacterIndicator,class,MonoBehaviour,Assets/Scripts/UI/SpeakingCharacterIndicator.cs,Runtime,649,LateUpdate,FindOrCreate | HideAnyCurrent | ShowForSpeechLine | HideForSpeechToken | Hide,7,1,2,1,0,0,0,0,17,Assets/Scripts/UI/SpeakingCharacterIndicator.cs:9 | Assets/Editor/Chapter2RegressionTests.cs:3 | Assets/Scripts/Audio/DialogueSpeechService.cs:3 | Assets/Scripts/UI/SubtitleService.cs:2,9963bb0aa9d84cc7a8cb801c668a92ee,0,
SubtitleLine,class,,Assets/Scripts/UI/SubtitleLine.cs,Runtime,14,,,0,0,0,0,0,0,0,0,7,Assets/Scripts/UI/SubtitleLineBank.cs:4 | Assets/Scripts/UI/SubtitleService.cs:2 | Assets/Editor/Chapter2RegressionTests.cs:1,4472b689444388ba58d2ecf5cf9beacf,0,
SubtitleSpeakerPortraitBinding,class,,Assets/Scripts/UI/SubtitleLineBank.cs,Runtime,68,,TryGetLine | TryGetSpeakerPortrait,0,0,0,0,0,0,0,0,3,Assets/Scripts/UI/SubtitleLineBank.cs:3,695dfb43a57e4ce745980f19b1666ddc,1,Assets/Resources/UI/SubtitleLineBank.asset:1
SubtitleLineBank,class,ScriptableObject,Assets/Scripts/UI/SubtitleLineBank.cs,Runtime,68,,TryGetLine | TryGetSpeakerPortrait,0,0,0,0,0,0,0,0,8,Assets/Scripts/UI/SubtitleService.cs:3 | Assets/Editor/Chapter2RegressionTests.cs:2 | Assets/Editor/SubtitlePresentationRegressionTests.cs:2 | Assets/Scripts/UI/SubtitleLineBank.cs:1,695dfb43a57e4ce745980f19b1666ddc,1,Assets/Resources/UI/SubtitleLineBank.asset:1
